Time ,memUsage ,cpuUsage ,cost ,numberOfVMs , ongoingAction, targetedNodeID
Fri Feb 21 13:42:49 UTC 2014,9.8457,0.1001,0.12,1.0,,
Fri Feb 21 13:42:54 UTC 2014,9.8457,0.1001,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:04 UTC 2014,9.8457,0.1002,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:13 UTC 2014,9.8517,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:24 UTC 2014,9.8517,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:35 UTC 2014,9.8517,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:45 UTC 2014,9.8517,0.2,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 13:43:56 UTC 2014,9.8517,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:03 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:11 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:16 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:23 UTC 2014,9.8457,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:29 UTC 2014,9.8457,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:35 UTC 2014,9.8457,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:42 UTC 2014,9.8517,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:47 UTC 2014,9.8517,0.1998,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:44:53 UTC 2014,9.8517,0.1998,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:00 UTC 2014,9.8517,0.1998,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:05 UTC 2014,9.8517,0.1998,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:12 UTC 2014,9.8457,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:18 UTC 2014,9.8457,0.1002,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:24 UTC 2014,9.8457,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:31 UTC 2014,9.8457,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:36 UTC 2014,9.8457,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:43 UTC 2014,9.8457,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:51 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:45:58 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:46:06 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:46:14 UTC 2014,9.8517,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:46:20 UTC 2014,9.8578,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:46:26 UTC 2014,9.8578,0.0,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 13:46:33 UTC 2014,9.8578,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:46:43 UTC 2014,9.8578,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:46:52 UTC 2014,9.8578,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:00 UTC 2014,9.8634,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:06 UTC 2014,9.8634,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:14 UTC 2014,9.8634,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:22 UTC 2014,9.8634,0.2002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:30 UTC 2014,9.8634,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:35 UTC 2014,9.8634,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:42 UTC 2014,9.8634,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:50 UTC 2014,9.8634,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:47:57 UTC 2014,9.8634,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:03 UTC 2014,9.8634,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:10 UTC 2014,9.8634,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:17 UTC 2014,9.8634,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:23 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:29 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:38 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:45 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:51 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:48:59 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:06 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:13 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:20 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:26 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:33 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:39 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:44 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:50 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:49:56 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:04 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:10 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:16 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:24 UTC 2014,9.8634,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:30 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:35 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:42 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:48 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:50:55 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:01 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:06 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:14 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:21 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:27 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:34 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:41 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:47 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:51:54 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:00 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:06 UTC 2014,10.0145,0.2994,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:11 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:18 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:24 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:30 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:36 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:44 UTC 2014,10.0145,0.1002,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:51 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:52:57 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:05 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:12 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:18 UTC 2014,10.0205,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:25 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:31 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:37 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:43 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:50 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:53:56 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:04 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:11 UTC 2014,10.0145,0.2,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:16 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:22 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:29 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:35 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:42 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:47 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:54:53 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:00 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:05 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:12 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:18 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:24 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:32 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:39 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:45 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:51 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:55:59 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:05 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:11 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:17 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:24 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:32 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:38 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:44 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:50 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:56:57 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:04 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:10 UTC 2014,10.0574,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:16 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:22 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:31 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:37 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:42 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:50 UTC 2014,10.0085,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:57:56 UTC 2014,10.0085,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:04 UTC 2014,10.0085,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:09 UTC 2014,10.0085,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:15 UTC 2014,10.0085,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:22 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:28 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:35 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:43 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:50 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:58:56 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:04 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:10 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:17 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:26 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:32 UTC 2014,10.0145,0.1001,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:40 UTC 2014,10.0145,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:47 UTC 2014,10.0145,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 13:59:52 UTC 2014,10.0145,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 14:00:00 UTC 2014,10.0145,0.0,0.12,1.0,AppServer_scaleIn,
Fri Feb 21 14:00:07 UTC 2014,10.0145,0.0,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:00:17 UTC 2014,10.0085,0.2,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:00:28 UTC 2014,10.2563,5.6,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:00:38 UTC 2014,10.2563,5.6,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:00:48 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:00:58 UTC 2014,10.2563,0.0,0.12,1.0,AppServer_scaleOut,AppServer
Fri Feb 21 14:01:08 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:16 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:22 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:31 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:39 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:46 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:01:54 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:04 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:10 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:16 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:22 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:30 UTC 2014,10.2563,0.1,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:37 UTC 2014,10.2366,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:45 UTC 2014,10.2366,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:51 UTC 2014,10.2366,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:02:57 UTC 2014,10.2366,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:02 UTC 2014,10.2366,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:13 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:21 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:26 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:34 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:41 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:47 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:03:53 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:00 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:06 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:12 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:18 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:25 UTC 2014,10.2366,0.2,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:30 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:36 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:44 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:49 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:04:55 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:01 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:07 UTC 2014,10.2366,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:16 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:23 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:30 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:35 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:44 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:50 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:05:57 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:03 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:10 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:16 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:23 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:30 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:36 UTC 2014,10.2366,0.3,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:45 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:06:50 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:00 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:06 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:13 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:20 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:27 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:35 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:42 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:50 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:07:58 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:06 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:14 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:20 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:27 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:33 UTC 2014,10.2426,0.1001,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:43 UTC 2014,10.2426,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:48 UTC 2014,10.2426,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:08:55 UTC 2014,10.2426,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:09:02 UTC 2014,10.2426,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:09:10 UTC 2014,10.2426,0.2002,0.12,1.0,AppServer_scaleOut,
Fri Feb 21 14:09:18 UTC 2014,10.2426,0.2002,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:09:29 UTC 2014,10.2426,0.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:09:40 UTC 2014,10.2426,0.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:09:50 UTC 2014,10.2426,0.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:10:00 UTC 2014,10.2426,0.0,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:10:10 UTC 2014,10.2426,0.3,0.12,1.0,CassandraNode_scaleOut,CassandraNode
Fri Feb 21 14:10:20 UTC 2014,10.2426,0.3,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:26 UTC 2014,10.2426,0.3,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:32 UTC 2014,10.2426,0.3,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:38 UTC 2014,10.2426,0.3,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:45 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:51 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:10:59 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:05 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:12 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:18 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:24 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:33 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:40 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:48 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:11:54 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:02 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:08 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:16 UTC 2014,10.2487,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:25 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:33 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:41 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:47 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:12:53 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:01 UTC 2014,10.2483,0.2,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:08 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:14 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:21 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:28 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:34 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
Fri Feb 21 14:13:43 UTC 2014,10.2543,0.1001,0.12,1.0,CassandraNode_scaleOut,
