Time ,cost/client/h ,cpuUsage ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:24:17 UTC 2014,0.02,37.5,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:22 UTC 2014,0.6,30.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:27 UTC 2014,0.6,30.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:32 UTC 2014,0.6,30.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:37 UTC 2014,0.6,30.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:42 UTC 2014,0.6,41.7,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:47 UTC 2014,0.6,41.7,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:52 UTC 2014,0.6,38.75,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:24:57 UTC 2014,0.6,38.75,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:02 UTC 2014,0.6,41.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:07 UTC 2014,0.6,41.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:12 UTC 2014,0.6,37.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:17 UTC 2014,0.6,37.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:22 UTC 2014,0.0316,37.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:27 UTC 2014,0.0316,37.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:32 UTC 2014,0.6,50.7,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:37 UTC 2014,0.6,50.7,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:42 UTC 2014,0.6,46.15,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:47 UTC 2014,0.6,46.15,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:52 UTC 2014,0.0222,50.9,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:25:57 UTC 2014,0.0222,50.9,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:02 UTC 2014,0.6,47.45,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:07 UTC 2014,0.6,47.45,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:12 UTC 2014,0.6,46.225,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:17 UTC 2014,0.6,46.225,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:23 UTC 2014,0.6,49.325,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:28 UTC 2014,0.6,49.325,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:33 UTC 2014,0.6,42.6,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:38 UTC 2014,0.6,42.6,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:43 UTC 2014,0.6,45.35,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:48 UTC 2014,0.6,45.35,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:53 UTC 2014,0.6,45.35,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:26:58 UTC 2014,0.6,45.35,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:03 UTC 2014,0.6,39.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:08 UTC 2014,0.6,39.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:13 UTC 2014,0.6,42.1,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:18 UTC 2014,0.6,42.1,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:23 UTC 2014,0.0053,37.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:28 UTC 2014,0.0053,37.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:33 UTC 2014,0.6,33.9,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:38 UTC 2014,0.6,33.9,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:43 UTC 2014,0.6,33.8,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:48 UTC 2014,0.6,33.8,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:53 UTC 2014,0.6,35.6,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:27:58 UTC 2014,0.6,35.6,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:28:03 UTC 2014,0.6,34.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:28:08 UTC 2014,0.6,34.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:28:13 UTC 2014,0.6,34.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:28:18 UTC 2014,0.6,34.85,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:28:23 UTC 2014,0.06,38.95,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:31 UTC 2014,0.6,30.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:39 UTC 2014,0.6,30.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:47 UTC 2014,0.6,30.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:28:55 UTC 2014,0.6,37.85,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:03 UTC 2014,0.0273,36.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:11 UTC 2014,0.6,36.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:19 UTC 2014,0.6,36.75,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:27 UTC 2014,0.6,34.05,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:35 UTC 2014,0.6,37.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:43 UTC 2014,0.024,33.85,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:51 UTC 2014,0.0176,18.4,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:29:59 UTC 2014,0.6,24.5,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:07 UTC 2014,0.6,24.5,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:15 UTC 2014,0.6,18.3,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:24 UTC 2014,0.02,24.6,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:32 UTC 2014,0.0545,24.6,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:40 UTC 2014,0.0545,24.6,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:48 UTC 2014,0.6,24.6,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:30:56 UTC 2014,0.6,24.6,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:04 UTC 2014,0.6,18.7,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:12 UTC 2014,0.6,18.7,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:20 UTC 2014,0.12,18.7,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:28 UTC 2014,0.12,18.7,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:36 UTC 2014,0.6,18.7,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:44 UTC 2014,0.025,24.2,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:31:52 UTC 2014,0.6,24.2,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:00 UTC 2014,0.6,18.4,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:08 UTC 2014,0.6,18.4,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:16 UTC 2014,0.6,18.4,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:24 UTC 2014,0.0088,24.2,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:32 UTC 2014,0.06,24.2,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:40 UTC 2014,0.3,18.5,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 14:32:48 UTC 2014,0.3,18.5,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:32:53 UTC 2014,0.0019,18.5,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:32:58 UTC 2014,0.0019,18.5,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:03 UTC 2014,0.48,18.5,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:08 UTC 2014,0.48,18.5,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:13 UTC 2014,0.06,25.2,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:18 UTC 2014,0.06,25.2,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:23 UTC 2014,0.48,25.2,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:28 UTC 2014,0.48,25.2,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:33 UTC 2014,0.48,18.4,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:38 UTC 2014,0.48,18.4,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:43 UTC 2014,0.0137,18.4,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:48 UTC 2014,0.0137,18.4,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:53 UTC 2014,0.48,23.9,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:58 UTC 2014,0.48,23.9,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:03 UTC 2014,0.0024,19.1,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:08 UTC 2014,0.0024,19.1,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:13 UTC 2014,0.48,23.8,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:18 UTC 2014,0.48,23.8,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:23 UTC 2014,0.0145,23.8,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:29 UTC 2014,0.0145,23.8,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:34 UTC 2014,0.48,27.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:39 UTC 2014,0.48,27.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:44 UTC 2014,0.0343,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:49 UTC 2014,0.0343,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:54 UTC 2014,0.0013,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:59 UTC 2014,0.0013,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:04 UTC 2014,0.0051,24.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:09 UTC 2014,0.0051,24.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:14 UTC 2014,0.16,24.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:19 UTC 2014,0.16,24.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:24 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:29 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:34 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:39 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:44 UTC 2014,0.0185,24.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:49 UTC 2014,0.0185,24.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:54 UTC 2014,0.48,24.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:35:59 UTC 2014,0.48,24.2,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:04 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:09 UTC 2014,0.48,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:14 UTC 2014,0.0155,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:19 UTC 2014,0.0155,18.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:24 UTC 2014,0.0091,35.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:29 UTC 2014,0.0091,35.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:34 UTC 2014,0.48,35.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:39 UTC 2014,0.48,35.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:44 UTC 2014,0.48,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:49 UTC 2014,0.48,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:54 UTC 2014,0.0166,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:36:59 UTC 2014,0.0166,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:04 UTC 2014,0.0343,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:09 UTC 2014,0.0343,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:14 UTC 2014,0.48,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:19 UTC 2014,0.48,24.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:24 UTC 2014,0.0086,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:29 UTC 2014,0.0086,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:34 UTC 2014,0.48,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:39 UTC 2014,0.48,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:44 UTC 2014,0.24,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:49 UTC 2014,0.24,18.4,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:54 UTC 2014,0.48,27.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:37:59 UTC 2014,0.48,27.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:04 UTC 2014,0.0069,24.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:09 UTC 2014,0.0069,24.5,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:15 UTC 2014,0.0114,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:20 UTC 2014,0.0114,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:25 UTC 2014,0.48,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:30 UTC 2014,0.48,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:35 UTC 2014,0.0079,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:40 UTC 2014,0.0079,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:45 UTC 2014,0.0343,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:50 UTC 2014,0.0343,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:38:55 UTC 2014,0.48,19.0,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:00 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:05 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:10 UTC 2014,0.0045,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:15 UTC 2014,0.0045,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:20 UTC 2014,0.0686,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:25 UTC 2014,0.0686,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:30 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:35 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:40 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:45 UTC 2014,0.48,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:50 UTC 2014,0.0109,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:39:55 UTC 2014,0.0109,24.3,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:00 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:05 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:10 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:15 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:20 UTC 2014,0.0369,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:25 UTC 2014,0.0369,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:30 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:35 UTC 2014,0.48,24.8,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:40 UTC 2014,0.48,18.6,4.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:40:45 UTC 2014,0.48,18.6,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:40:53 UTC 2014,0.08,18.6,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:01 UTC 2014,0.48,24.6,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:09 UTC 2014,0.48,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:17 UTC 2014,0.0012,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:25 UTC 2014,0.024,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:33 UTC 2014,0.48,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:41 UTC 2014,0.48,24.2,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:50 UTC 2014,0.04,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:41:58 UTC 2014,0.04,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:06 UTC 2014,0.013,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:14 UTC 2014,0.48,18.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:22 UTC 2014,0.48,24.8,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:30 UTC 2014,0.48,19.5,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:38 UTC 2014,0.0084,19.5,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:46 UTC 2014,0.48,19.5,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:42:54 UTC 2014,0.0019,19.5,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:43:02 UTC 2014,0.0092,19.5,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 14:43:10 UTC 2014,0.6,24.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:15 UTC 2014,0.6,24.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:20 UTC 2014,0.6,24.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:25 UTC 2014,0.6,24.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:30 UTC 2014,0.075,19.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:35 UTC 2014,0.075,19.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:40 UTC 2014,0.6,19.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:45 UTC 2014,0.6,19.2,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:50 UTC 2014,0.013,49.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:43:55 UTC 2014,0.013,49.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:00 UTC 2014,0.6,49.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:05 UTC 2014,0.6,49.4,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:10 UTC 2014,0.6,45.65,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:15 UTC 2014,0.6,45.65,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:20 UTC 2014,0.025,46.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:25 UTC 2014,0.025,46.25,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:30 UTC 2014,0.6,41.55,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 14:44:35 UTC 2014,0.6,41.55,5.0,DataNodeServiceUnit_scaleOut,
