Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:15:17 UTC 2014,0.48,5.0,130.0,70.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:22 UTC 2014,0.48,5.5,131.0,188.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:28 UTC 2014,0.48,5.5,131.0,188.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:33 UTC 2014,0.48,4.5,24.0,202.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:38 UTC 2014,0.48,4.5,24.0,202.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:43 UTC 2014,0.48,5.0,130.0,144.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:48 UTC 2014,0.48,5.0,130.0,144.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:53 UTC 2014,0.48,6.0,126.0,206.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:58 UTC 2014,0.48,6.0,126.0,206.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:03 UTC 2014,0.48,5.0,117.0,106.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:08 UTC 2014,0.48,5.0,117.0,106.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:14 UTC 2014,0.48,4.5,131.0,235.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:19 UTC 2014,0.48,4.5,131.0,235.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:24 UTC 2014,0.48,4.0,21.0,116.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:29 UTC 2014,0.48,4.0,21.0,116.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:34 UTC 2014,0.48,5.0,138.0,205.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:39 UTC 2014,0.48,5.0,138.0,205.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:44 UTC 2014,0.48,0.0,0.0,167.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:50 UTC 2014,0.48,5.0,140.0,164.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:55 UTC 2014,0.48,5.0,140.0,164.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:00 UTC 2014,0.48,5.0,56.0,174.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:06 UTC 2014,0.48,5.0,56.0,174.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:11 UTC 2014,0.48,5.0,141.0,19.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:17 UTC 2014,0.48,5.0,141.0,19.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:22 UTC 2014,0.48,5.0,130.0,202.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:27 UTC 2014,0.48,5.0,130.0,202.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:32 UTC 2014,0.48,4.5,133.0,128.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:38 UTC 2014,0.48,4.5,133.0,128.0,4.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:43 UTC 2014,0.48,5.5,116.0,230.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:17:53 UTC 2014,0.48,5.0,43.0,180.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:04 UTC 2014,0.48,5.0,135.0,159.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:14 UTC 2014,0.48,4.0,70.0,175.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:24 UTC 2014,0.48,5.0,151.0,22.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:34 UTC 2014,0.48,4.0,6.0,171.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:44 UTC 2014,0.48,5.0,133.0,224.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:18:54 UTC 2014,0.48,5.0,148.0,196.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:04 UTC 2014,0.48,5.0,139.0,48.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:15 UTC 2014,0.48,0.0,0.0,34.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:25 UTC 2014,0.48,4.0,125.0,31.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:35 UTC 2014,0.48,5.0,62.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:45 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:19:55 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:20:05 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:10 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:16 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:21 UTC 2014,0.48,2.0,6.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:26 UTC 2014,0.48,2.0,6.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:31 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:37 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:42 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:47 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:52 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:20:58 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:03 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:08 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:13 UTC 2014,0.48,2.5,9.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:18 UTC 2014,0.48,2.5,9.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:24 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:29 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:34 UTC 2014,0.48,3.0,58.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:39 UTC 2014,0.48,3.0,58.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:44 UTC 2014,0.48,12.5,7.0,78.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:49 UTC 2014,0.48,12.5,7.0,78.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:54 UTC 2014,0.48,3.0,42.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:21:59 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:05 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:10 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:16 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:21 UTC 2014,0.48,13.0,72.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:26 UTC 2014,0.48,13.0,72.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:32 UTC 2014,0.48,2.5,4.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:37 UTC 2014,0.48,2.5,4.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:42 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:48 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:53 UTC 2014,0.48,9.0,81.0,49.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:22:59 UTC 2014,0.48,9.0,81.0,49.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:04 UTC 2014,0.48,10.5,75.0,1.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:09 UTC 2014,0.48,10.5,75.0,1.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:14 UTC 2014,0.48,0.0,0.0,0.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:20 UTC 2014,0.48,7.0,138.0,77.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:25 UTC 2014,0.48,7.0,138.0,77.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:30 UTC 2014,0.48,0.0,0.0,39.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:36 UTC 2014,0.48,0.0,0.0,39.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:41 UTC 2014,0.48,10.0,51.0,192.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:46 UTC 2014,0.48,10.0,51.0,192.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:52 UTC 2014,0.48,9.0,28.0,147.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:23:57 UTC 2014,0.48,9.0,28.0,147.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:02 UTC 2014,0.48,8.0,39.0,169.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:08 UTC 2014,0.48,8.0,39.0,169.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:13 UTC 2014,0.48,6.5,162.0,182.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:18 UTC 2014,0.48,6.5,162.0,182.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:23 UTC 2014,0.48,7.5,78.0,42.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:29 UTC 2014,0.48,5.0,77.0,183.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:35 UTC 2014,0.48,5.0,77.0,183.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:40 UTC 2014,0.48,8.0,170.0,240.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:46 UTC 2014,0.48,8.0,170.0,240.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:51 UTC 2014,0.48,10.0,84.0,10.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:24:57 UTC 2014,0.48,10.0,84.0,10.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:02 UTC 2014,0.48,7.5,88.0,169.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:08 UTC 2014,0.48,7.5,88.0,169.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:13 UTC 2014,0.48,10.5,96.0,219.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:18 UTC 2014,0.48,10.5,96.0,219.0,4.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:25:23 UTC 2014,0.48,6.5,36.0,13.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:34 UTC 2014,0.48,7.0,91.0,139.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:44 UTC 2014,0.48,7.5,108.0,147.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:25:54 UTC 2014,0.48,7.0,83.0,212.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:04 UTC 2014,0.48,7.5,144.0,204.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:14 UTC 2014,0.48,6.5,101.0,7.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:24 UTC 2014,0.48,6.5,85.0,184.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:34 UTC 2014,0.48,5.5,70.0,110.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:44 UTC 2014,0.48,7.0,57.0,212.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:26:55 UTC 2014,0.48,7.5,118.0,206.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:05 UTC 2014,0.48,6.5,55.0,186.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:15 UTC 2014,0.48,6.5,138.0,201.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:25 UTC 2014,0.48,5.5,108.0,160.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:35 UTC 2014,0.48,8.0,162.0,280.0,4.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:27:45 UTC 2014,0.48,11.5,77.0,3.0,4.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:27:50 UTC 2014,0.6,7.0,80.0,212.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:27:56 UTC 2014,0.6,7.0,80.0,212.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:01 UTC 2014,0.6,6.0,73.0,111.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:06 UTC 2014,0.6,6.0,73.0,111.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:12 UTC 2014,0.6,4.6667,14.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:17 UTC 2014,0.6,4.6667,14.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:22 UTC 2014,0.6,-0.3333,-1.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:28 UTC 2014,0.6,-0.3333,-1.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:33 UTC 2014,0.6,2.3333,40.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:38 UTC 2014,0.6,2.3333,40.0,0.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:44 UTC 2014,0.6,-0.3333,-1.0,1.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:49 UTC 2014,0.6,-0.3333,-1.0,1.0,5.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:28:54 UTC 2014,0.6,10.0,115.0,107.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:04 UTC 2014,0.6,6.3333,106.0,204.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:14 UTC 2014,0.6,9.6667,139.0,204.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:24 UTC 2014,0.6,8.0,150.0,225.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:34 UTC 2014,0.6,7.6667,152.0,62.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:44 UTC 2014,0.6,8.3333,125.0,191.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:29:54 UTC 2014,0.6,6.6667,91.0,200.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:04 UTC 2014,0.6,9.0,137.0,230.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:15 UTC 2014,0.6,6.0,36.0,46.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:25 UTC 2014,0.6,7.0,93.0,204.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:35 UTC 2014,0.6,5.6667,59.0,148.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:45 UTC 2014,0.6,3.0,12.0,194.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:30:55 UTC 2014,0.6,3.0,51.0,42.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:05 UTC 2014,0.6,6.3333,86.0,162.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:15 UTC 2014,0.6,3.0,39.0,172.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:25 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:35 UTC 2014,0.6,3.6667,49.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:45 UTC 2014,0.6,5.0,34.0,104.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:31:55 UTC 2014,0.6,2.3333,36.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:05 UTC 2014,0.6,1.6667,11.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:15 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:25 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:36 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:46 UTC 2014,0.6,2.3333,48.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:32:56 UTC 2014,0.6,1.6667,2.0,0.0,5.0,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Mon Feb 10 20:33:06 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:12 UTC 2014,0.6,1.6667,3.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:18 UTC 2014,0.6,1.6667,3.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:23 UTC 2014,0.6,2.6667,47.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:28 UTC 2014,0.6,2.6667,47.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:34 UTC 2014,0.6,1.3333,43.0,164.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:39 UTC 2014,0.6,1.3333,43.0,164.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:44 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:49 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:54 UTC 2014,0.6,2.6667,47.0,0.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:33:59 UTC 2014,0.6,0.0,0.0,217.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:05 UTC 2014,0.6,0.0,0.0,217.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:10 UTC 2014,0.6,4.0,87.0,47.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:16 UTC 2014,0.6,4.0,87.0,47.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:21 UTC 2014,0.6,7.0,144.0,31.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:27 UTC 2014,0.6,7.0,144.0,31.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:32 UTC 2014,0.6,7.3333,117.0,213.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:37 UTC 2014,0.6,7.3333,117.0,213.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:43 UTC 2014,0.6,6.0,140.0,168.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:48 UTC 2014,0.6,6.0,140.0,168.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:53 UTC 2014,0.6,6.3333,107.0,197.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:34:58 UTC 2014,0.6,6.3333,107.0,197.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:04 UTC 2014,0.6,6.0,156.0,205.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:09 UTC 2014,0.6,6.0,156.0,205.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:14 UTC 2014,0.6,4.0,107.0,213.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:19 UTC 2014,0.6,6.3333,140.0,215.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:25 UTC 2014,0.6,6.3333,140.0,215.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:30 UTC 2014,0.6,5.3333,145.0,216.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:36 UTC 2014,0.6,5.3333,145.0,216.0,5.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:35:41 UTC 2014,0.6,6.6667,117.0,84.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:35:53 UTC 2014,0.6,6.0,111.0,120.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:04 UTC 2014,0.6,5.6667,117.0,202.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:14 UTC 2014,0.6,5.0,109.0,200.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:24 UTC 2014,0.6,6.0,128.0,213.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:34 UTC 2014,0.6,6.0,140.0,196.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:44 UTC 2014,0.6,5.0,167.0,49.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:36:54 UTC 2014,0.6,5.3333,111.0,183.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:04 UTC 2014,0.6,6.0,124.0,205.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:14 UTC 2014,0.6,6.0,132.0,204.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:24 UTC 2014,0.6,6.3333,139.0,199.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:34 UTC 2014,0.6,5.6667,108.0,29.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:44 UTC 2014,0.6,8.0,150.0,197.0,5.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Mon Feb 10 20:37:54 UTC 2014,0.6,7.3333,102.0,200.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:02 UTC 2014,0.6,4.6667,161.0,211.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:09 UTC 2014,0.6,4.6667,161.0,211.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:14 UTC 2014,0.6,6.0,204.0,209.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:19 UTC 2014,0.6,6.0,204.0,209.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:24 UTC 2014,0.6,6.0,132.0,180.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:29 UTC 2014,0.6,6.0,132.0,180.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:35 UTC 2014,0.6,6.3333,128.0,202.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:40 UTC 2014,0.6,5.6667,114.0,207.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:46 UTC 2014,0.6,5.6667,114.0,207.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:51 UTC 2014,0.6,8.0,95.0,211.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:38:56 UTC 2014,0.6,8.0,95.0,211.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:02 UTC 2014,0.6,9.0,111.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:07 UTC 2014,0.6,9.0,111.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:12 UTC 2014,0.6,4.3333,95.0,231.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:18 UTC 2014,0.6,4.3333,95.0,231.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:23 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:29 UTC 2014,0.6,0.0,0.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
Mon Feb 10 20:39:34 UTC 2014,0.6,4.6667,59.0,0.0,5.0,DataNodeServiceUnit_scaleOut,
