Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 14:33:00 UTC 2014,18.5,0.12,0.1258,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:05 UTC 2014,18.5,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:10 UTC 2014,18.5,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:15 UTC 2014,25.2,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:20 UTC 2014,25.2,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:25 UTC 2014,25.2,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:30 UTC 2014,18.4,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:35 UTC 2014,18.4,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:40 UTC 2014,18.4,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:45 UTC 2014,18.4,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:50 UTC 2014,23.9,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:33:55 UTC 2014,23.9,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:00 UTC 2014,19.1,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:05 UTC 2014,19.1,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:10 UTC 2014,23.8,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:15 UTC 2014,23.8,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:20 UTC 2014,23.8,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:25 UTC 2014,23.8,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:30 UTC 2014,27.0,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:35 UTC 2014,27.0,0.12,0.1259,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 14:34:40 UTC 2014,18.4,0.12,0.1259,1.0,EventProcessingServiceUnit_scaleIn,
Mon Feb 10 14:34:45 UTC 2014,18.4,0.12,0.1259,1.0,EventProcessingServiceUnit_scaleIn,
