Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:02:16 UTC 2014,55.9,0.12,0.2963,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:25 UTC 2014,59.0,0.12,0.2959,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:34 UTC 2014,54.7,0.12,0.2954,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:43 UTC 2014,54.7,0.12,0.2954,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:52 UTC 2014,57.0,0.12,0.2953,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:02 UTC 2014,57.0,0.12,0.2953,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:11 UTC 2014,54.9,0.12,0.2947,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:20 UTC 2014,54.9,0.12,0.2947,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:30 UTC 2014,63.2,0.12,0.294,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:39 UTC 2014,54.8,0.12,0.2929,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:49 UTC 2014,54.8,0.12,0.2929,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:58 UTC 2014,54.8,0.12,0.2924,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:04:07 UTC 2014,57.7,0.12,0.2924,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:12 UTC 2014,66.1,0.12,0.2919,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:18 UTC 2014,66.1,0.12,0.2919,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:23 UTC 2014,66.1,0.12,0.2919,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:28 UTC 2014,66.1,0.12,0.2919,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:33 UTC 2014,58.2,0.12,0.2918,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:38 UTC 2014,58.2,0.12,0.2918,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:43 UTC 2014,58.2,0.12,0.2918,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:48 UTC 2014,58.2,0.12,0.2918,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:53 UTC 2014,71.6,0.12,0.2911,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:58 UTC 2014,71.6,0.12,0.2911,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:04 UTC 2014,52.8,0.12,0.291,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:09 UTC 2014,52.8,0.12,0.291,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:14 UTC 2014,52.8,0.12,0.291,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:19 UTC 2014,52.8,0.12,0.291,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:24 UTC 2014,52.8,0.12,0.291,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:29 UTC 2014,71.0,0.12,0.2904,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:35 UTC 2014,71.0,0.12,0.2904,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:40 UTC 2014,71.0,0.12,0.2904,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:46 UTC 2014,71.0,0.12,0.2904,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:51 UTC 2014,71.0,0.12,0.2896,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:57 UTC 2014,71.0,0.12,0.2896,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:02 UTC 2014,57.3,0.12,0.2875,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:07 UTC 2014,57.3,0.12,0.2875,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:12 UTC 2014,57.3,0.12,0.2875,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:18 UTC 2014,57.3,0.12,0.2875,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:23 UTC 2014,59.6,0.12,0.2865,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:28 UTC 2014,59.6,0.12,0.2865,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:34 UTC 2014,59.6,0.12,0.2865,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:39 UTC 2014,59.6,0.12,0.2865,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:44 UTC 2014,61.9,0.12,0.2852,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:49 UTC 2014,61.9,0.12,0.2852,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:54 UTC 2014,61.9,0.12,0.2852,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:59 UTC 2014,68.3,0.12,0.2842,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:05 UTC 2014,68.3,0.12,0.2842,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:10 UTC 2014,68.3,0.12,0.2842,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:15 UTC 2014,68.3,0.12,0.2842,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:20 UTC 2014,60.7,0.12,0.2835,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:28 UTC 2014,60.7,0.12,0.2835,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:33 UTC 2014,60.7,0.12,0.2835,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:38 UTC 2014,60.7,0.12,0.2835,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:43 UTC 2014,75.0,0.12,0.2831,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:48 UTC 2014,75.0,0.12,0.2831,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:54 UTC 2014,55.2,0.12,0.2822,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:59 UTC 2014,55.2,0.12,0.2822,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:04 UTC 2014,70.9,0.12,0.2814,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:09 UTC 2014,70.9,0.12,0.2814,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:14 UTC 2014,70.9,0.12,0.2814,1.0,DataNodeServiceUnit_scaleIn,
