Time ,cost ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Mon Feb 10 20:01:44 UTC 2014,0.12,176.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:01:49 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:01:57 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:05 UTC 2014,0.12,14.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:13 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:21 UTC 2014,0.12,2.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:29 UTC 2014,0.12,20.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:38 UTC 2014,0.12,20.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:46 UTC 2014,0.12,9.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:02:54 UTC 2014,0.12,15.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:02 UTC 2014,0.12,238.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:10 UTC 2014,0.12,2.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:19 UTC 2014,0.12,35.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:27 UTC 2014,0.12,35.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:35 UTC 2014,0.12,34.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:43 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:51 UTC 2014,0.12,11.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:03:59 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Mon Feb 10 20:04:08 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:13 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:18 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:23 UTC 2014,0.12,277.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:28 UTC 2014,0.12,277.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:34 UTC 2014,0.12,19.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:39 UTC 2014,0.12,19.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:44 UTC 2014,0.12,30.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:49 UTC 2014,0.12,30.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:54 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:04:59 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:05 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:10 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:15 UTC 2014,0.12,0.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:20 UTC 2014,0.12,276.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:26 UTC 2014,0.12,276.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:31 UTC 2014,0.12,292.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:37 UTC 2014,0.12,292.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:42 UTC 2014,0.12,226.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:47 UTC 2014,0.12,226.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:52 UTC 2014,0.12,32.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:05:58 UTC 2014,0.12,32.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:03 UTC 2014,0.12,6.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:09 UTC 2014,0.12,6.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:14 UTC 2014,0.12,179.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:19 UTC 2014,0.12,179.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:24 UTC 2014,0.12,268.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:30 UTC 2014,0.12,105.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:35 UTC 2014,0.12,105.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:40 UTC 2014,0.12,12.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:46 UTC 2014,0.12,12.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:51 UTC 2014,0.12,8.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:06:56 UTC 2014,0.12,8.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:01 UTC 2014,0.12,40.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:07 UTC 2014,0.12,40.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:13 UTC 2014,0.12,54.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:18 UTC 2014,0.12,54.0,1.0,EventProcessingServiceUnit_scaleOut,
Mon Feb 10 20:07:23 UTC 2014,0.12,182.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:29 UTC 2014,0.12,182.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:34 UTC 2014,0.12,160.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:39 UTC 2014,0.12,160.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:44 UTC 2014,0.12,99.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:49 UTC 2014,0.12,43.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:07:55 UTC 2014,0.12,43.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:00 UTC 2014,0.12,46.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:05 UTC 2014,0.12,46.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:10 UTC 2014,0.12,12.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:16 UTC 2014,0.12,12.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:21 UTC 2014,0.12,103.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:26 UTC 2014,0.12,103.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:32 UTC 2014,0.12,150.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:37 UTC 2014,0.12,150.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:42 UTC 2014,0.12,61.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:47 UTC 2014,0.12,61.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:52 UTC 2014,0.12,39.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:08:58 UTC 2014,0.12,39.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:03 UTC 2014,0.12,191.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:08 UTC 2014,0.12,191.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:13 UTC 2014,0.12,160.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:18 UTC 2014,0.12,160.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:23 UTC 2014,0.12,133.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:28 UTC 2014,0.12,133.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:33 UTC 2014,0.12,3.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:39 UTC 2014,0.12,3.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:44 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:49 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:54 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:09:59 UTC 2014,0.12,136.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:05 UTC 2014,0.12,136.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:10 UTC 2014,0.12,33.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:16 UTC 2014,0.12,33.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:21 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:26 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:31 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:37 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:42 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:47 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:52 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:10:57 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:02 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:08 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:13 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:18 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:23 UTC 2014,0.12,25.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:28 UTC 2014,0.12,25.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:33 UTC 2014,0.12,7.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:38 UTC 2014,0.12,7.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:43 UTC 2014,0.12,2.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:48 UTC 2014,0.12,2.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:54 UTC 2014,0.12,54.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:11:59 UTC 2014,0.12,54.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:04 UTC 2014,0.12,58.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:09 UTC 2014,0.12,58.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:14 UTC 2014,0.12,7.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:20 UTC 2014,0.12,51.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:26 UTC 2014,0.12,51.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:31 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:36 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:42 UTC 2014,0.12,29.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:48 UTC 2014,0.12,29.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:53 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:12:58 UTC 2014,0.12,0.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:03 UTC 2014,0.12,210.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:08 UTC 2014,0.12,210.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:13 UTC 2014,0.12,1.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:19 UTC 2014,0.12,1.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:24 UTC 2014,0.12,198.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:29 UTC 2014,0.12,198.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:34 UTC 2014,0.12,188.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:39 UTC 2014,0.12,24.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:45 UTC 2014,0.12,24.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:50 UTC 2014,0.12,233.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:13:55 UTC 2014,0.12,233.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:00 UTC 2014,0.12,187.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:06 UTC 2014,0.12,187.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:11 UTC 2014,0.12,219.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:17 UTC 2014,0.12,219.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:22 UTC 2014,0.12,169.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:27 UTC 2014,0.12,169.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:33 UTC 2014,0.12,89.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:38 UTC 2014,0.12,89.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:43 UTC 2014,0.12,192.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:48 UTC 2014,0.12,192.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:53 UTC 2014,0.12,100.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:14:58 UTC 2014,0.12,100.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:03 UTC 2014,0.12,239.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:08 UTC 2014,0.12,239.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:14 UTC 2014,0.12,70.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:19 UTC 2014,0.12,70.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:24 UTC 2014,0.12,188.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:29 UTC 2014,0.12,188.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:34 UTC 2014,0.12,202.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:39 UTC 2014,0.12,202.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:44 UTC 2014,0.12,144.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:50 UTC 2014,0.12,206.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:15:55 UTC 2014,0.12,206.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:00 UTC 2014,0.12,106.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:06 UTC 2014,0.12,106.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:11 UTC 2014,0.12,235.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:16 UTC 2014,0.12,235.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:22 UTC 2014,0.12,116.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:27 UTC 2014,0.12,116.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:32 UTC 2014,0.12,205.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:37 UTC 2014,0.12,205.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:43 UTC 2014,0.12,167.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:48 UTC 2014,0.12,167.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:53 UTC 2014,0.12,164.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:16:58 UTC 2014,0.12,164.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:03 UTC 2014,0.12,174.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:08 UTC 2014,0.12,174.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:13 UTC 2014,0.12,19.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:18 UTC 2014,0.12,19.0,1.0,DataNodeServiceUnit_scaleIn,
Mon Feb 10 20:17:23 UTC 2014,0.12,202.0,1.0,DataNodeServiceUnit_scaleIn,
