Time ,cpuUsage ,cost ,latency ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 09:50:29 UTC 2014,28.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:34 UTC 2014,28.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:39 UTC 2014,28.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:44 UTC 2014,28.4,0.12,0.3246,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:49 UTC 2014,28.4,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:54 UTC 2014,28.4,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:50:59 UTC 2014,28.4,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:04 UTC 2014,16.7,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:09 UTC 2014,16.7,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:14 UTC 2014,16.7,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:19 UTC 2014,16.7,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:24 UTC 2014,16.7,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:30 UTC 2014,25.3,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:35 UTC 2014,25.3,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:40 UTC 2014,25.3,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:45 UTC 2014,21.9,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:50 UTC 2014,21.9,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:51:55 UTC 2014,21.9,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:00 UTC 2014,21.9,0.12,0.3245,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:05 UTC 2014,20.4,0.12,0.3243,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:10 UTC 2014,20.4,0.12,0.3243,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:15 UTC 2014,20.4,0.12,0.3243,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:20 UTC 2014,24.6,0.12,0.3243,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:25 UTC 2014,21.8,0.12,0.3241,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:30 UTC 2014,21.8,0.12,0.3241,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:35 UTC 2014,21.8,0.12,0.3241,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:40 UTC 2014,21.8,0.12,0.3241,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:45 UTC 2014,21.8,0.12,0.3239,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:50 UTC 2014,21.8,0.12,0.3239,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:52:55 UTC 2014,26.8,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:00 UTC 2014,26.8,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:05 UTC 2014,26.8,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:10 UTC 2014,32.3,0.12,0.324,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:15 UTC 2014,32.3,0.12,0.324,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:20 UTC 2014,32.3,0.12,0.324,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:26 UTC 2014,32.3,0.12,0.324,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:31 UTC 2014,20.7,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:36 UTC 2014,20.7,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:41 UTC 2014,20.7,0.12,0.3238,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:46 UTC 2014,28.5,0.12,0.3237,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:51 UTC 2014,28.5,0.12,0.3237,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:53:56 UTC 2014,32.2,0.12,0.3236,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:01 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:06 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:12 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:17 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:22 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:27 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:32 UTC 2014,34.4,0.12,0.3231,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:37 UTC 2014,34.4,0.12,0.3224,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:42 UTC 2014,34.4,0.12,0.3224,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:47 UTC 2014,34.4,0.12,0.3224,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:52 UTC 2014,36.3,0.12,0.3222,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:54:57 UTC 2014,36.3,0.12,0.3222,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:02 UTC 2014,36.3,0.12,0.3222,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:07 UTC 2014,36.3,0.12,0.3222,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:12 UTC 2014,46.5,0.12,0.3223,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:17 UTC 2014,46.5,0.12,0.3223,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:22 UTC 2014,46.5,0.12,0.3223,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:27 UTC 2014,30.4,0.12,0.3217,1.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 09:55:33 UTC 2014,30.4,0.12,0.3217,1.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
