Time ,cost ,responseTime ,throughput ,numberOfClients ,numberOfVMs , ongoingAction, targetedNodeID
Tue Feb 18 15:23:25 UTC 2014,0.84,-0.1667,-1.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:23:33 UTC 2014,0.84,-0.1667,-1.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:23:39 UTC 2014,0.84,1.8333,24.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:23:49 UTC 2014,0.84,1.8333,24.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:23:56 UTC 2014,0.84,1.8333,24.0,0.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:09 UTC 2014,0.84,3.8333,77.0,105.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:19 UTC 2014,0.84,3.8333,77.0,105.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:25 UTC 2014,0.84,3.8333,77.0,105.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:32 UTC 2014,0.84,3.8333,77.0,105.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:40 UTC 2014,0.84,3.8333,77.0,105.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:46 UTC 2014,0.84,11.8333,195.0,149.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:24:55 UTC 2014,0.84,11.8333,195.0,149.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:02 UTC 2014,0.84,7.6667,157.0,155.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:15 UTC 2014,0.84,7.6667,157.0,155.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:26 UTC 2014,0.84,7.6667,157.0,155.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:31 UTC 2014,0.84,7.6667,157.0,155.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:39 UTC 2014,0.84,7.8333,210.0,199.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:45 UTC 2014,0.84,7.8333,210.0,199.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:50 UTC 2014,0.84,7.8333,210.0,199.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:25:55 UTC 2014,0.84,7.6667,136.0,115.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:26:08 UTC 2014,0.84,7.6667,136.0,115.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:26:14 UTC 2014,0.84,7.6667,136.0,115.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:26:23 UTC 2014,0.84,7.6667,136.0,115.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:26:32 UTC 2014,0.84,7.6667,136.0,115.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:26:41 UTC 2014,0.84,8.0,114.0,155.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 15:27:01 UTC 2014,0.84,8.5,170.0,114.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 15:27:16 UTC 2014,0.84,8.5,170.0,114.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 15:27:27 UTC 2014,0.84,9.5,141.0,163.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 15:27:40 UTC 2014,0.84,10.3333,287.0,326.0,7.0,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 15:27:52 UTC 2014,0.84,10.3333,287.0,326.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:27:58 UTC 2014,0.84,10.3333,287.0,326.0,7.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:05 UTC 2014,0.96,9.3333,150.0,198.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:14 UTC 2014,0.96,9.3333,150.0,198.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:23 UTC 2014,0.96,9.3333,150.0,198.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:33 UTC 2014,0.96,9.3333,150.0,198.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:38 UTC 2014,0.96,9.3333,150.0,198.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:50 UTC 2014,0.96,1.5714,51.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:28:56 UTC 2014,0.96,1.5714,51.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:29:03 UTC 2014,0.96,1.5714,51.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:29:13 UTC 2014,0.96,1.5714,51.0,0.0,8.0,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 15:29:25 UTC 2014,0.96,6.7143,25.0,64.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:29:37 UTC 2014,0.96,6.7143,25.0,64.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:29:50 UTC 2014,0.96,6.7143,25.0,64.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:30:00 UTC 2014,0.96,9.1667,137.0,276.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:30:12 UTC 2014,0.96,9.1667,137.0,276.0,8.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:30:36 UTC 2014,0.96,9.1667,137.0,276.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:30:46 UTC 2014,0.96,7.5,123.0,87.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:30:53 UTC 2014,0.96,7.5,123.0,87.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:30:59 UTC 2014,0.96,7.5,123.0,87.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:06 UTC 2014,0.96,7.5,123.0,87.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:13 UTC 2014,0.96,5.5,80.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:18 UTC 2014,0.96,5.5,80.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:24 UTC 2014,0.96,5.5,80.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:30 UTC 2014,0.96,5.5,80.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:39 UTC 2014,0.96,5.5,80.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:47 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:31:53 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:00 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:08 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:20 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:26 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:33 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:39 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:44 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:32:53 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:01 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:09 UTC 2014,0.96,4.3333,26.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:15 UTC 2014,0.96,4.3333,26.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:21 UTC 2014,0.96,4.3333,26.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:31 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:39 UTC 2014,0.96,0.0,0.0,0.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:33:48 UTC 2014,0.96,4.8333,103.0,347.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:13 UTC 2014,0.96,4.8333,103.0,347.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:21 UTC 2014,0.96,4.8333,103.0,347.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:33 UTC 2014,0.96,4.8333,103.0,347.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:39 UTC 2014,0.96,8.0,42.0,266.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:47 UTC 2014,0.96,8.0,42.0,266.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:54 UTC 2014,0.96,8.0,42.0,266.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:34:59 UTC 2014,0.96,8.0,220.0,165.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:07 UTC 2014,0.96,8.0,220.0,165.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:19 UTC 2014,0.96,10.3333,158.0,120.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:27 UTC 2014,0.96,10.3333,158.0,120.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:33 UTC 2014,0.96,8.5,228.0,118.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:47 UTC 2014,0.96,8.5,228.0,118.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:52 UTC 2014,0.96,8.5,228.0,118.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:35:59 UTC 2014,0.96,8.1667,220.0,340.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:36:05 UTC 2014,0.96,8.1667,220.0,340.0,8.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:36:14 UTC 2014,0.96,7.6667,213.0,160.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:36:25 UTC 2014,0.96,7.6667,213.0,160.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:36:39 UTC 2014,0.96,11.6667,96.0,113.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:36:50 UTC 2014,0.96,11.6667,96.0,113.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:37:04 UTC 2014,0.96,3.0,106.0,117.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:37:16 UTC 2014,0.96,3.0,106.0,117.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:37:28 UTC 2014,0.96,3.0,106.0,117.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:37:39 UTC 2014,0.96,3.0,106.0,117.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:37:55 UTC 2014,0.96,3.0,106.0,117.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:38:09 UTC 2014,0.96,9.6,82.0,113.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:38:22 UTC 2014,0.96,10.0,162.0,180.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:38:34 UTC 2014,0.96,7.6,84.0,63.0,8.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:38:46 UTC 2014,0.84,8.0,132.0,208.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:38:53 UTC 2014,0.84,8.0,132.0,208.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:00 UTC 2014,0.84,8.0,132.0,208.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:14 UTC 2014,0.84,9.0,112.0,186.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:19 UTC 2014,0.84,9.0,112.0,186.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:30 UTC 2014,0.84,9.0,112.0,186.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:35 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:44 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:52 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:39:59 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:05 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:11 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:16 UTC 2014,0.84,7.6,192.0,138.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:24 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:31 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:41 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:47 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:40:54 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:01 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:16 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:26 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:32 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:38 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:45 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:41:55 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:01 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:08 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:17 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:23 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:29 UTC 2014,0.84,0.0,0.0,0.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:42:38 UTC 2014,0.84,0.0,0.0,0.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:42:49 UTC 2014,0.84,0.0,0.0,0.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:43:01 UTC 2014,0.84,0.0,0.0,0.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:43:16 UTC 2014,0.84,6.0,18.0,0.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:43:29 UTC 2014,0.84,6.0,18.0,0.0,7.0,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 15:43:42 UTC 2014,0.84,10.0,101.0,128.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:43:51 UTC 2014,0.84,10.0,101.0,128.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:43:57 UTC 2014,0.84,10.0,101.0,128.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:11 UTC 2014,0.84,10.0,101.0,128.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:17 UTC 2014,0.84,10.0,101.0,128.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:24 UTC 2014,0.84,8.4,121.0,129.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:33 UTC 2014,0.84,8.4,121.0,129.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:45 UTC 2014,0.84,8.4,121.0,129.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:44:53 UTC 2014,0.84,10.2,147.0,148.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:45:03 UTC 2014,0.84,10.2,147.0,148.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:45:13 UTC 2014,0.84,10.2,147.0,148.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:45:30 UTC 2014,0.84,5.6,155.0,236.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:45:44 UTC 2014,0.84,5.6,155.0,236.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:45:58 UTC 2014,0.84,5.6,155.0,236.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:06 UTC 2014,0.84,9.4,68.0,26.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:18 UTC 2014,0.84,9.4,68.0,26.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:31 UTC 2014,0.84,9.4,68.0,26.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:38 UTC 2014,0.84,9.4,68.0,26.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:48 UTC 2014,0.84,11.0,82.0,109.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:46:53 UTC 2014,0.84,11.0,82.0,109.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:47:09 UTC 2014,0.84,6.0,97.0,261.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:47:17 UTC 2014,0.84,6.0,97.0,261.0,7.0,DataNodeServiceUnit_scaleOut,
Tue Feb 18 15:47:24 UTC 2014,0.84,6.0,97.0,261.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:47:39 UTC 2014,0.84,6.0,97.0,261.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:47:52 UTC 2014,0.84,9.2,144.0,126.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:48:04 UTC 2014,0.84,8.8,154.0,287.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:48:27 UTC 2014,0.84,8.8,154.0,287.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:48:43 UTC 2014,0.84,5.0,55.0,206.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:48:54 UTC 2014,0.84,5.0,55.0,206.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:49:13 UTC 2014,0.84,7.6,145.0,200.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:49:30 UTC 2014,0.84,7.6,145.0,200.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:49:42 UTC 2014,0.84,7.8,129.0,157.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:49:53 UTC 2014,0.84,7.8,129.0,175.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:50:06 UTC 2014,0.84,9.0,149.0,175.0,7.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:50:19 UTC 2014,0.84,9.0,149.0,175.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:50:25 UTC 2014,0.84,9.0,149.0,175.0,7.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:50:32 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:50:46 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:50:57 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:03 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:15 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:21 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:28 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:37 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:44 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:51:52 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:00 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:08 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:17 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:23 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:30 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:52:37 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:52:48 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:53:09 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:53:22 UTC 2014,0.72,0.0,0.0,0.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:53:33 UTC 2014,0.72,0.0,0.0,133.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:53:44 UTC 2014,0.72,7.25,85.0,133.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:54:03 UTC 2014,0.72,7.25,85.0,133.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:54:15 UTC 2014,0.72,12.0,86.0,123.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:54:26 UTC 2014,0.72,12.0,86.0,123.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:54:42 UTC 2014,0.72,12.0,86.0,123.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:54:56 UTC 2014,0.72,12.0,119.0,169.0,6.0,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 15:55:09 UTC 2014,0.72,10.0,119.0,169.0,6.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:55:22 UTC 2014,0.6,9.6667,112.0,143.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:55:28 UTC 2014,0.6,9.6667,112.0,143.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:55:35 UTC 2014,0.6,9.6667,112.0,143.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:55:45 UTC 2014,0.6,8.3333,88.0,105.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:55:55 UTC 2014,0.6,8.3333,88.0,105.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:56:07 UTC 2014,0.6,8.3333,88.0,105.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:56:16 UTC 2014,0.6,8.3333,88.0,105.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:56:22 UTC 2014,0.6,9.6667,103.0,81.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:56:44 UTC 2014,0.6,9.6667,103.0,81.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:56:54 UTC 2014,0.6,10.0,145.0,219.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:01 UTC 2014,0.6,10.0,145.0,219.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:09 UTC 2014,0.6,9.3333,73.0,111.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:19 UTC 2014,0.6,9.3333,73.0,111.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:32 UTC 2014,0.6,9.3333,73.0,111.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:39 UTC 2014,0.6,9.3333,73.0,111.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:57:48 UTC 2014,0.6,12.3333,112.0,192.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:58:12 UTC 2014,0.6,12.3333,112.0,192.0,5.0,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 15:58:34 UTC 2014,0.6,12.3333,112.0,192.0,5.0,EventProcessingServiceUnit_scaleIn,
