Time ,cost/client/h , ongoingAction, targetedNodeID
Tue Feb 18 13:12:10 UTC 2014,1.32,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:17 UTC 2014,1.32,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:23 UTC 2014,0.022,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:34 UTC 2014,0.022,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:12:45 UTC 2014,0.022,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:13:01 UTC 2014,0.0105,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:11 UTC 2014,0.0105,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:17 UTC 2014,0.0105,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:28 UTC 2014,0.0068,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:35 UTC 2014,0.0068,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:51 UTC 2014,0.0073,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:13:58 UTC 2014,0.0073,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:08 UTC 2014,0.0073,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:17 UTC 2014,0.0078,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:30 UTC 2014,0.0078,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:41 UTC 2014,0.0119,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:48 UTC 2014,0.0119,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:14:57 UTC 2014,0.0119,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:14 UTC 2014,0.0121,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:35 UTC 2014,0.0062,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:15:51 UTC 2014,0.006,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:13 UTC 2014,0.006,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:26 UTC 2014,0.006,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:40 UTC 2014,0.006,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:47 UTC 2014,0.0132,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:16:54 UTC 2014,0.0211,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:17:21 UTC 2014,0.0211,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:17:40 UTC 2014,0.0062,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:17:53 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:10 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:18 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:25 UTC 2014,0.0108,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:32 UTC 2014,0.008,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:39 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:46 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:18:54 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:04 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:13 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:23 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:32 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:43 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:53 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:19:59 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:05 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:11 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:16 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:25 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:35 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:41 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:48 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:20:55 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:01 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:09 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:20 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:34 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:21:48 UTC 2014,0.0455,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:21:59 UTC 2014,0.0455,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:08 UTC 2014,0.0455,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:16 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:24 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:34 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:46 UTC 2014,0.0073,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:22:55 UTC 2014,0.0073,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:23:03 UTC 2014,0.0073,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:23:13 UTC 2014,0.0104,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:23:39 UTC 2014,0.0104,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:23:57 UTC 2014,0.0104,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:16 UTC 2014,0.0104,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:24 UTC 2014,0.018,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:34 UTC 2014,0.0085,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:24:58 UTC 2014,0.0085,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:10 UTC 2014,0.0081,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:33 UTC 2014,0.0081,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:25:42 UTC 2014,0.0081,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:25:53 UTC 2014,0.0167,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:02 UTC 2014,0.0167,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:09 UTC 2014,0.0167,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:19 UTC 2014,0.0137,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:26 UTC 2014,0.0137,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:33 UTC 2014,0.0137,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:40 UTC 2014,0.0137,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:48 UTC 2014,0.036,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:26:57 UTC 2014,1.44,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:07 UTC 2014,1.44,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:14 UTC 2014,1.44,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:21 UTC 2014,1.44,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:30 UTC 2014,0.0118,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:40 UTC 2014,0.0118,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:49 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:27:57 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:05 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:18 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:28 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:36 UTC 2014,0.0094,EventProcessingServiceUnit_scaleIn,EventProcessingServiceUnit
Tue Feb 18 13:28:52 UTC 2014,0.0171,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:15 UTC 2014,0.0171,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:26 UTC 2014,0.0155,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:32 UTC 2014,0.0155,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:41 UTC 2014,0.0155,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:51 UTC 2014,0.0155,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:29:57 UTC 2014,0.0104,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:03 UTC 2014,0.0104,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:09 UTC 2014,0.0104,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:14 UTC 2014,0.0104,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:21 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:32 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:38 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:44 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:30:49 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:04 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:09 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:24 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:30 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:36 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:43 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:49 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:31:55 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:04 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:10 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:23 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:32 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:41 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:46 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:32:52 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:03 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:10 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:23 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:38 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:48 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:33:56 UTC 2014,1.32,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:07 UTC 2014,0.0064,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:13 UTC 2014,0.0064,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:22 UTC 2014,0.0064,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:29 UTC 2014,0.0117,EventProcessingServiceUnit_scaleIn,
Tue Feb 18 13:34:40 UTC 2014,0.0117,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:34:48 UTC 2014,0.0074,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:34:56 UTC 2014,0.0074,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:07 UTC 2014,0.0108,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:16 UTC 2014,0.0108,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:26 UTC 2014,0.0108,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:35:37 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:00 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:11 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:22 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:36:32 UTC 2014,0.0071,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:01 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:15 UTC 2014,0.0099,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:24 UTC 2014,0.0143,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:36 UTC 2014,0.0143,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:44 UTC 2014,0.0455,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:37:52 UTC 2014,0.0455,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:01 UTC 2014,0.0455,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:11 UTC 2014,0.0455,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:22 UTC 2014,0.0066,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:31 UTC 2014,0.0066,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:38:47 UTC 2014,0.0085,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:38:57 UTC 2014,0.0057,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:27 UTC 2014,0.0057,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:36 UTC 2014,0.0136,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:39:51 UTC 2014,0.0136,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:00 UTC 2014,0.0136,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:08 UTC 2014,0.0136,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:17 UTC 2014,0.0136,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:23 UTC 2014,0.0133,DataNodeServiceUnit_scaleIn,
Tue Feb 18 13:40:29 UTC 2014,0.0133,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:37 UTC 2014,0.0133,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:44 UTC 2014,0.0133,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:51 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:40:57 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:05 UTC 2014,0.0077,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:12 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:21 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:28 UTC 2014,1.2,DataNodeServiceUnit_scaleOut,DataNodeServiceUnit
Tue Feb 18 13:41:35 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:41:41 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:41:52 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:10 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:19 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:30 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:36 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:43 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:42:51 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:02 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:11 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:18 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:24 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:30 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:40 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:49 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:43:55 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:03 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:13 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:19 UTC 2014,1.32,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:28 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:37 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:44:51 UTC 2014,0.0163,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:01 UTC 2014,0.0163,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:09 UTC 2014,0.0107,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:19 UTC 2014,0.0107,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:34 UTC 2014,0.0107,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:42 UTC 2014,0.0062,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:45:50 UTC 2014,0.0062,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:07 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:13 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:26 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:33 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:39 UTC 2014,0.0076,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:45 UTC 2014,0.0066,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:46:54 UTC 2014,0.0066,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:47:12 UTC 2014,0.0077,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:47:20 UTC 2014,0.0077,DataNodeServiceUnit_scaleOut,
Tue Feb 18 13:47:28 UTC 2014,0.008,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:47:47 UTC 2014,0.008,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:47:56 UTC 2014,0.008,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:03 UTC 2014,0.0117,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:16 UTC 2014,0.0117,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:26 UTC 2014,0.0094,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:33 UTC 2014,0.0075,EventProcessingServiceUnit_scaleOut,EventProcessingServiceUnit
Tue Feb 18 13:48:41 UTC 2014,0.0075,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:48:51 UTC 2014,0.0075,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:48:58 UTC 2014,0.0065,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:07 UTC 2014,0.0065,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:17 UTC 2014,0.0065,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:26 UTC 2014,0.0187,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:40 UTC 2014,0.0187,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:46 UTC 2014,0.0187,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:52 UTC 2014,0.0465,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:49:57 UTC 2014,0.0087,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:13 UTC 2014,0.0087,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:22 UTC 2014,0.0087,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:29 UTC 2014,0.0055,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:40 UTC 2014,0.0055,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:46 UTC 2014,0.0055,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:50:54 UTC 2014,0.0055,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:00 UTC 2014,0.0055,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:06 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:16 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:23 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:28 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:37 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:43 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:51 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:51:56 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:02 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:07 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:15 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:21 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:30 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:35 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:42 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:51 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:52:57 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:12 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:24 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:32 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:38 UTC 2014,1.44,EventProcessingServiceUnit_scaleOut,
Tue Feb 18 13:53:45 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:53:54 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:00 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:08 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:20 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:31 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:38 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:48 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:54:55 UTC 2014,1.44,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:02 UTC 2014,0.0123,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:15 UTC 2014,0.0123,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:24 UTC 2014,0.0123,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:31 UTC 2014,0.0123,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:41 UTC 2014,0.0055,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:55:51 UTC 2014,0.0055,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:00 UTC 2014,0.0055,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:11 UTC 2014,0.0107,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:18 UTC 2014,0.0107,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:25 UTC 2014,0.0118,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:37 UTC 2014,0.0118,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:46 UTC 2014,0.0118,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
Tue Feb 18 13:56:56 UTC 2014,0.0197,DataNodeServiceUnit_scaleIn,DataNodeServiceUnit
